id,created_at,product_id,product_name,product_sku,category,supplier_id,supplier_name,warehouse_location,shelf_location,quantity_on_hand,quantity_reserved,quantity_available,ventas_diarias,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,unit_cost,total_value,stock_status,last_order_date,last_stock_count_date,batch_number,last_updated_at,notes,is_active,created_by_id
50fcdc5f-2d23-425e-ad58-5690aa69a33b,07/01/2024 00:00,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,2,PROV-001,TechDistributor SA,Warehouse C,A2,10,1,9,0,21,38,60,50,,650.0,6500.0,3,06/13/2024,06/24/2024,BATCH-202407-9935,07/01/2024 00:05,,True,7dc8bf28-c43a-422d-90b4-366eedc75ea1
4ab54bc2-d021-4b2b-9316-49f86f3fd457,07/02/2024 00:00,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,2,PROV-001,TechDistributor SA,Warehouse C,A2,10,1,9,0,14,30,40,30,0.0,650.0,6500.0,3,06/13/2024,06/25/2024,BATCH-202407-9935,07/02/2024 01:16,,True,a82ed580-a443-41b0-855b-4d10b1ab074c
9e39729e-c10c-4ddb-93da-f1dfb114041f,07/03/2024 00:00,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,2,PROV-001,TechDistributor SA,Warehouse C,A2,10,3,7,0,12,20,27,17,0.0,650.0,6500.0,3,06/13/2024,06/26/2024,BATCH-202407-9935,07/03/2024 00:30,,True,a51ef6ce-8462-42c7-a63b-fd05e6316733
ee5cab3a-ddf5-4439-91e1-e43d581a658a,07/04/2024 00:00,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,2,PROV-001,TechDistributor SA,Warehouse C,A2,10,0,10,0,28,39,58,48,0.0,650.0,6500.0,3,06/13/2024,06/27/2024,BATCH-202407-9935,07/04/2024 01:32,,True,a82ed580-a443-41b0-855b-4d10b1ab074c
1c4a0c89-5150-4bd1-b5ba-5f717c7acf30,07/05/2024 00:00,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,2,PROV-001,TechDistributor SA,Warehouse C,A2,10,0,10,0,23,33,71,61,0.0,650.0,6500.0,3,06/13/2024,06/28/2024,BATCH-202407-9935,07/05/2024 00:58,,True,a51ef6ce-8462-42c7-a63b-fd05e6316733
798533ab-4bc6-4719-ad18-52486d676965,07/06/2024 00:00,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,2,PROV-001,TechDistributor SA,Warehouse C,A2,10,1,9,0,15,20,51,41,0.0,650.0,6500.0,3,06/13/2024,06/29/2024,BATCH-202407-9935,07/06/2024 01:38,,True,a9aab2d1-638e-433f-9ec6-1ff2cd4a6d63
375cd716-39dd-4607-b447-ee803612c034,07/07/2024 00:00,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,2,PROV-001,TechDistributor SA,Warehouse C,A2,10,2,8,0,23,42,70,60,0.0,650.0,6500.0,3,06/13/2024,06/23/2024,BATCH-202407-9935,07/07/2024 00:36,,True,a51ef6ce-8462-42c7-a63b-fd05e6316733
c9fc0688-09e4-4113-9366-622393d66ead,07/08/2024 00:00,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,2,PROV-001,TechDistributor SA,Warehouse C,A2,10,1,9,0,24,35,69,59,0.0,650.0,6500.0,3,06/13/2024,06/24/2024,BATCH-202407-9935,07/08/2024 00:14,,True,7dc8bf28-c43a-422d-90b4-366eedc75ea1
27e9bbe9-efc9-465c-99e8-c8b1d8bc5073,07/09/2024 00:00,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,2,PROV-001,TechDistributor SA,Warehouse C,A2,10,1,9,0,29,48,58,48,0.0,650.0,6500.0,3,06/13/2024,06/25/2024,BATCH-202407-9935,07/09/2024 01:18,,True,b23d41c1-8851-47b9-944b-201785d34bda
3e15c141-0f87-4893-8a7b-bafe1d0bf6c6,07/10/2024 00:00,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,2,PROV-001,TechDistributor SA,Warehouse C,A2,9,2,7,1,26,40,51,42,0.14,650.0,5850.0,3,06/13/2024,06/26/2024,BATCH-202407-9935,07/10/2024 01:09,,True,7dc8bf28-c43a-422d-90b4-366eedc75ea1
